Id,Age,Genre,Education,Autre,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
654,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,29,44,46,44,42,7.85%,13.21%,6,0,0,0,4,3,6,0,0,0,0,0,3,0,0,3,2,0,0
655,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,32,46,41,46,49,16.29%,8.97%,5,0,1,0,6,1,6,0,0,0,0,0,0,1,3,0,2,0,0
656,25-34,Male,Matrise,Autre,Autre ,31,51,43,42,34,11.46%,11.19%,5,0,0,2,6,4,5,0,3,3,0,3,3,3,0,3,6,0,0
657,45-54,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,48,36,48,35,33,7.85%,13.21%,4,0,0,0,6,6,5,2,3,0,0,0,3,2,0,5,6,0,0
658,45-54,Male,Certificat ou diplome professionel,UK,Blanc,47,30,55,40,31,5.52%,5.46%,5,1,1,1,6,4,6,1,0,2,1,1,1,1,1,1,6,0,0
659,18-24,Male,Matrise,UK,Blanc,42,41,49,41,38,10.34%,11.62%,5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,4,0,0
660,25-34,Male,Doctorat,Republique d'Ireland,Blanc,28,49,57,37,39,7.85%,13.21%,5,3,2,0,6,6,5,5,2,4,0,2,0,2,2,2,6,0,1
661,25-34,Female,Matrise,UK,Noir,24,43,46,50,43,14.64%,4.62%,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
662,18-24,Female,Université,UK,Blanc,33,32,41,42,51,14.64%,8.97%,6,0,0,0,6,2,6,0,0,0,0,0,3,0,0,0,5,0,0
663,25-34,Female,Université,UK,Blanc,36,41,48,55,53,11.46%,7.00%,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0
664,25-34,Female,Doctorat,UK,Blanc,48,31,44,34,31,18.83%,11.19%,6,1,0,3,6,3,4,0,0,0,0,0,0,1,0,0,6,0,1
665,18-24,Male,Université,UK,Blanc,32,37,50,45,38,11.46%,11.19%,5,0,0,0,6,3,6,0,0,0,0,0,3,0,0,2,4,0,0
666,25-34,Female,Doctorat,UK,Blanc,47,37,47,45,40,16.29%,11.83%,6,2,2,0,5,2,6,2,1,2,0,2,0,0,0,0,2,0,1
667,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,19,38,47,42,35,10.34%,13.21%,3,0,0,0,6,6,5,0,0,4,0,0,0,0,0,0,6,0,0
668,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,45,35,54,41,44,18.83%,11.62%,4,2,1,6,4,5,6,4,4,3,5,3,2,2,6,3,6,0,0
669,45-54,Male,Université,UK,Blanc,21,53,47,45,39,13.63%,11.83%,5,0,1,0,6,2,6,0,0,0,0,0,2,0,0,2,0,0,1
670,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,30,46,49,41,41,13.63%,11.19%,6,0,3,5,6,6,6,4,0,3,0,0,3,0,0,0,3,0,0
671,18-24,Male,Certificat ou diplome professionel,UK,Blanc,32,41,43,38,39,1.06%,11.19%,5,0,3,0,6,5,5,2,0,0,0,0,3,0,0,0,6,0,0
672,35-44,Male,Certificat ou diplome professionel,UK,Blanc,31,45,46,39,43,10.34%,11.14%,2,1,1,0,6,6,6,1,0,1,0,0,0,1,0,1,6,0,0
673,18-24,Male,Université,UK,Blanc,33,40,55,48,48,11.46%,11.83%,2,0,0,0,6,6,4,0,0,0,0,0,1,0,0,0,6,0,0
674,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,48,47,49,47,48,16.29%,11.62%,5,0,0,0,6,2,5,2,0,2,0,0,0,0,0,0,0,0,0
675,18-24,Female,Matrise,UK,Asiatique ,44,35,42,39,34,16.29%,11.19%,3,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
676,35-44,Male,Certificat ou diplome professionel,UK,Blanc,35,38,41,38,36,13.63%,11.14%,3,2,1,0,6,6,6,3,0,3,0,3,3,1,0,3,6,0,1
677,18-24,Male,Certificat ou diplome professionel,UK,Blanc,38,40,34,42,44,10.34%,11.19%,3,0,0,0,6,6,6,0,0,0,0,0,6,0,0,0,6,0,0
678,25-34,Male,Université,UK,Blanc,41,38,49,39,37,18.83%,11.83%,6,2,2,0,4,3,5,2,0,0,0,0,0,0,0,0,3,0,0
679,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,56,24,44,43,26,14.64%,4.62%,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,2
680,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,42,38,42,35,51,16.29%,11.14%,5,4,3,3,6,3,4,3,0,0,0,0,4,0,3,0,3,0,3
681,45-54,Male,Doctorat,UK,Blanc,38,34,45,43,26,16.29%,3.77%,6,6,1,3,6,1,4,3,3,6,3,3,3,2,2,2,0,0,0
682,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,24,40,37,39,43,10.34%,11.19%,6,0,2,3,6,3,5,0,0,2,0,0,0,0,0,0,6,0,0
683,25-34,Male,Matrise,UK,Blanc,49,27,49,45,46,14.64%,8.97%,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
684,35-44,Female,Université,UK,Blanc,41,39,43,42,37,14.64%,11.19%,3,2,2,2,3,3,4,3,1,2,0,2,2,2,0,3,1,0,0
685,35-44,Female,Certificat ou diplome professionel,UK,Blanc,45,35,54,35,30,7.85%,5.46%,4,0,0,6,6,4,6,0,0,0,0,0,3,0,6,1,4,0,0
686,25-34,Male,Université,Australie,Blanc,32,41,51,40,36,10.34%,13.21%,6,5,3,5,6,6,6,3,0,3,0,2,3,4,0,4,5,0,0
687,18-24,Female,Collège ou université aucun certificat ou diplome,Canada,Blanc,51,46,55,41,35,10.34%,11.14%,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
688,45-54,Female,À quitté l'école avant 16 ans,Australie,Blanc,27,44,39,49,44,14.64%,3.77%,4,1,0,2,5,5,4,1,0,0,0,0,0,1,0,0,3,0,0
689,35-44,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,46,47,44,35,46,10.34%,11.14%,2,2,1,3,6,6,6,1,0,1,0,0,0,0,0,0,3,0,0
690,55-64,Female,Matrise,UK,Blanc,44,35,43,43,41,5.52%,13.21%,6,1,0,1,6,1,4,0,0,0,0,0,0,1,0,1,1,0,0
691,55-64,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,40,35,36,33,41,11.46%,11.19%,6,0,0,2,6,0,4,0,0,0,1,0,0,0,1,0,6,0,0
692,25-34,Female,Université,UK,Blanc,34,39,39,44,45,16.29%,11.19%,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,2,0,0
693,45-54,Female,Matrise,UK,Blanc,38,35,44,41,38,16.29%,8.97%,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
694,35-44,Male,Matrise,UK,Blanc,25,38,47,46,46,14.64%,8.97%,6,1,0,0,6,2,6,1,0,1,0,0,0,0,0,0,2,0,0
695,35-44,Male,Certificat ou diplome professionel,UK,Blanc,27,36,43,39,40,13.63%,11.83%,5,1,1,0,6,6,5,2,0,2,0,2,2,1,0,1,2,0,1
696,35-44,Female,Matrise,UK,Blanc,34,37,46,51,53,16.29%,7.00%,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0
697,55-64,Male,Université,UK,Blanc,28,42,49,33,51,18.83%,11.62%,5,1,1,0,6,6,5,1,0,0,0,0,0,1,0,1,1,0,0
698,45-54,Female,Université,Canada,Autre ,21,38,53,53,42,16.29%,11.62%,4,0,0,0,6,6,6,0,0,0,0,0,0,1,0,1,6,0,0
699,35-44,Male,Université,USA,Blanc,35,33,52,43,37,18.83%,11.19%,6,5,0,3,6,5,6,2,0,2,1,0,0,3,0,2,5,0,0
700,55-64,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,34,32,41,45,34,18.83%,13.21%,6,2,2,0,6,6,4,2,0,2,0,0,2,2,0,2,6,0,2
701,35-44,Female,Collège ou université aucun certificat ou diplome,Autre,Blanc,45,41,49,37,43,7.85%,11.14%,5,2,0,2,6,6,6,2,1,3,1,0,3,2,0,2,6,0,1
702,45-54,Male,À quitté l'école avant 16 ans,UK,Blanc,26,47,49,48,49,16.29%,13.21%,1,1,1,2,6,6,5,0,0,0,0,0,0,0,2,2,6,0,0
703,35-44,Female,Université,UK,Blanc,32,44,50,41,42,10.34%,11.19%,3,1,2,2,4,3,6,0,0,3,0,2,3,2,0,3,2,0,0
704,55-64,Male,Université,UK,Blanc,23,45,45,37,41,16.29%,11.62%,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0
705,35-44,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,28,38,42,39,44,16.29%,11.19%,6,1,1,1,1,6,1,1,1,1,1,1,3,1,1,1,1,0,1
706,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,23,42,53,55,43,16.29%,11.83%,3,2,2,2,4,6,5,0,0,0,0,0,2,0,0,0,6,0,0
707,18-24,Female,Université,UK,Blanc,34,33,36,40,44,11.46%,8.97%,4,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,0
708,25-34,Male,Université,UK,Blanc,35,52,48,42,38,11.46%,13.21%,5,2,2,0,6,5,5,3,0,5,0,3,3,0,0,0,5,0,0
709,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,40,36,43,48,49,14.64%,11.19%,5,0,3,0,6,3,6,0,0,4,0,3,3,0,0,0,2,0,0
710,18-24,Male,Certificat ou diplome professionel,UK,Blanc,27,38,41,47,45,16.29%,4.62%,3,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,6,0,0
711,18-24,Male,Université,UK,Blanc,45,41,50,39,32,13.63%,11.14%,5,2,3,2,3,6,6,2,0,2,0,3,3,3,0,2,5,0,0
712,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,30,39,40,50,45,14.64%,8.97%,3,0,0,6,3,6,4,0,0,0,0,0,3,0,0,3,3,0,0
713,25-34,Female,Matrise,UK,Blanc,41,42,51,44,49,18.83%,11.19%,4,3,0,2,5,3,5,2,0,3,0,0,3,3,0,0,0,0,0
714,18-24,Male,Université,USA,Blanc,41,45,52,54,42,10.34%,11.19%,6,5,2,0,6,6,4,0,0,3,0,0,3,4,0,3,5,0,0
715,18-24,Male,Certificat ou diplome professionel,UK,Blanc,43,47,49,36,40,10.34%,5.46%,5,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,5,0,0
716,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,42,43,53,54,44,18.83%,13.21%,5,3,0,6,6,6,4,3,3,2,2,0,2,3,3,3,6,0,2
717,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,35,29,37,39,28,7.85%,8.97%,3,0,0,3,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0
718,35-44,Male,Université,USA,Blanc,28,34,44,44,44,16.29%,8.97%,5,1,0,4,4,6,5,2,0,0,0,2,2,2,0,3,6,0,1
719,18-24,Male,À quitté l'école à 16 ans,Autre,Blanc,35,31,41,39,40,5.52%,11.14%,5,2,0,0,5,6,4,0,0,0,0,0,0,0,0,0,6,0,0
720,55-64,Male,Université,UK,Blanc,32,33,41,40,39,11.46%,13.21%,5,1,2,0,6,2,5,2,0,2,0,1,0,1,0,1,1,0,0
721,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,48,45,52,42,49,10.34%,11.19%,6,4,3,5,6,6,6,2,0,3,2,2,3,2,0,3,6,0,1
722,35-44,Female,Certificat ou diplome professionel,UK,Blanc,51,35,48,48,43,16.29%,8.97%,4,2,1,0,6,6,6,2,0,0,0,0,0,1,0,1,1,0,1
723,55-64,Male,Certificat ou diplome professionel,UK,Blanc,35,38,46,39,39,14.64%,7.00%,1,1,0,1,6,6,5,1,0,0,1,0,0,1,0,1,1,0,1
724,25-34,Female,Université,UK,Blanc,27,49,48,49,46,13.63%,11.19%,5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0
725,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,47,36,51,48,39,13.63%,11.83%,4,3,0,1,6,6,6,4,0,4,0,0,0,1,0,1,6,0,0
726,25-34,Female,Matrise,UK,Blanc,39,44,51,53,44,18.83%,5.46%,5,2,3,3,6,5,6,4,0,5,0,4,3,4,0,3,3,0,0
727,18-24,Male,Certificat ou diplome professionel,UK,Blanc,56,33,51,35,38,16.29%,11.19%,6,0,3,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0
728,25-34,Female,Matrise,UK,Mixed-Blanc/Noir,39,44,42,44,41,13.63%,11.83%,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0
729,18-24,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,23,41,51,41,30,13.63%,11.62%,4,0,0,0,3,3,5,0,0,3,0,0,0,4,0,4,0,0,0
730,25-34,Female,À quitté l'école à 16 ans,Australie,Blanc,30,42,47,39,43,7.85%,11.19%,6,2,2,2,6,6,5,2,2,2,2,2,0,4,2,6,6,2,2
731,35-44,Female,Université,UK,Blanc,43,40,39,43,42,18.83%,7.00%,5,1,1,0,6,1,6,0,0,1,0,0,0,1,0,1,2,0,1
732,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,28,48,44,42,38,13.63%,13.21%,4,4,2,0,4,5,4,0,0,3,0,0,5,0,0,3,0,0,0
733,18-24,Female,Université,UK,Blanc,48,44,51,42,42,16.29%,11.83%,6,0,2,0,6,5,5,3,0,3,0,0,3,0,0,0,5,0,0
734,35-44,Male,À quitté l'école à 16 ans,UK,Mixed-Blanc/Asiatique ,42,41,48,41,40,18.83%,11.19%,5,2,2,3,6,6,5,0,0,0,0,0,2,1,0,1,6,0,0
735,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,43,47,55,33,28,10.34%,11.19%,6,3,3,3,5,6,5,3,0,3,0,3,3,0,0,3,6,0,0
736,25-34,Female,Université,UK,Blanc,38,53,59,53,37,7.85%,11.14%,4,3,2,3,6,5,5,4,0,5,2,3,3,4,3,3,6,0,2
737,25-34,Male,Université,UK,Blanc,31,27,26,33,33,14.64%,11.62%,6,2,5,0,6,3,6,4,0,4,0,5,0,1,0,0,5,0,0
738,25-34,Male,Université,UK,Blanc,26,51,46,44,55,11.46%,11.14%,5,2,0,0,6,2,5,2,0,2,0,2,2,2,0,0,2,0,0
739,18-24,Female,À quitté l'école à 18 ans,Autre,Blanc,48,41,55,51,46,16.29%,13.21%,4,0,0,3,6,6,6,0,0,6,0,3,4,5,3,5,3,0,0
740,25-34,Male,Matrise,Autre,Blanc,35,30,49,40,38,13.63%,11.19%,6,2,0,0,6,6,4,3,0,4,0,0,3,4,0,4,6,0,2
741,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,24,41,50,51,37,10.34%,11.62%,5,3,2,3,6,6,5,3,0,4,0,4,4,5,0,4,6,0,0
743,45-54,Female,Matrise,UK,Blanc,44,38,48,48,52,11.46%,13.21%,6,1,0,1,6,1,6,0,0,0,0,0,0,1,0,1,1,0,1
744,35-44,Female,Université,UK,Blanc,42,41,41,37,35,14.64%,7.00%,5,0,1,2,5,1,4,0,0,2,0,0,2,1,0,0,3,0,1
745,25-34,Male,À quitté l'école à 16 ans,UK,Blanc,32,40,42,37,47,11.46%,13.21%,1,0,0,0,0,6,6,0,0,0,0,0,2,0,6,0,0,0,0
746,45-54,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,27,41,46,47,30,7.85%,11.83%,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
747,25-34,Female,À quitté l'école à 16 ans,UK,Blanc,43,42,38,46,39,16.29%,11.83%,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
748,25-34,Female,Matrise,UK,Blanc,35,43,49,45,45,16.29%,11.83%,4,0,2,2,6,6,6,2,0,3,0,2,3,0,0,0,5,0,0
749,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,40,36,36,43,28,13.63%,11.83%,2,6,2,3,6,6,6,2,2,2,0,2,0,2,0,2,0,0,0
750,35-44,Female,Doctorat,UK,Blanc,21,46,39,53,54,18.83%,11.19%,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
751,35-44,Male,Matrise,UK,Blanc,34,40,46,50,41,18.83%,13.21%,5,0,1,1,6,2,5,2,0,0,0,0,0,0,0,0,2,0,1
752,25-34,Female,Certificat ou diplome professionel,UK,Blanc,17,49,33,50,50,18.83%,8.97%,6,2,0,0,6,3,6,3,0,2,0,0,0,0,0,0,6,0,1
753,25-34,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,51,38,53,52,28,5.52%,11.62%,6,3,0,5,3,5,4,3,0,4,0,0,4,0,0,3,6,0,0
754,25-34,Female,Matrise,UK,Blanc,40,47,42,51,45,13.63%,13.21%,5,2,2,0,6,2,5,2,0,2,0,0,2,0,0,2,2,0,0
755,25-34,Male,Doctorat,UK,Blanc,27,43,55,50,38,13.63%,11.62%,4,1,1,2,6,5,5,2,0,1,0,0,3,3,0,2,4,0,0
756,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,23,50,56,48,56,16.29%,7.00%,5,4,3,3,6,2,5,3,0,3,3,4,4,4,3,4,6,0,0
757,18-24,Female,Matrise,UK,Mixed-Blanc/Asiatique ,42,42,42,44,47,18.83%,11.83%,5,0,2,0,5,2,5,0,0,0,0,0,2,0,0,0,0,0,0
758,18-24,Female,Collège ou université aucun certificat ou diplome,Republique d'Ireland,Blanc,56,37,45,48,25,7.85%,13.21%,6,6,0,0,5,6,5,0,0,6,0,0,0,0,0,0,6,0,0
759,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,40,44,46,42,40,11.46%,11.14%,3,3,0,5,6,6,5,3,3,3,0,0,4,0,3,3,6,0,0
760,18-24,Male,Doctorat,UK,Blanc,14,51,50,50,44,16.29%,13.21%,6,0,2,2,6,3,3,2,2,3,0,3,4,3,6,0,6,0,0
761,25-34,Male,Université,Canada,Blanc,36,33,40,40,37,13.63%,11.14%,6,2,2,2,6,3,6,3,0,3,3,2,5,0,3,3,5,0,3
762,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,52,42,38,40,23,0.37%,11.83%,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
763,25-34,Female,Université,Australie,Blanc,24,45,55,50,43,18.83%,13.21%,6,6,2,4,5,6,5,2,0,6,0,2,6,3,0,2,3,0,0
764,18-24,Female,Université,UK,Blanc,47,45,50,49,30,10.34%,8.97%,5,0,0,2,5,3,0,3,3,2,0,0,0,0,0,3,5,0,2
765,18-24,Male,À quitté l'école à 16 ans,UK,Blanc,40,33,53,47,34,11.46%,11.19%,5,0,2,0,4,5,3,2,0,3,0,2,2,3,0,3,4,0,0
766,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,42,41,58,48,42,13.63%,11.14%,4,2,3,2,6,6,5,2,0,3,0,0,3,5,2,4,6,0,0
767,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,46,34,48,56,37,11.46%,11.62%,6,3,0,6,6,1,5,3,3,3,2,0,2,4,6,2,6,0,3
768,25-34,Male,Matrise,Nouvelle Zelande,Blanc,44,35,47,38,40,16.29%,11.62%,6,2,3,6,6,6,6,3,0,2,2,3,4,2,3,3,6,0,3
769,18-24,Female,Certificat ou diplome professionel,USA,Autre ,32,44,47,41,47,7.85%,11.19%,4,6,0,6,6,6,6,3,0,0,0,0,0,0,0,3,6,0,0
770,25-34,Male,Université,Australie,Blanc,46,41,50,46,47,14.64%,11.19%,6,2,2,3,6,2,6,0,0,1,0,0,0,1,0,1,2,0,1
771,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,42,28,37,43,35,5.52%,11.14%,3,3,0,0,3,3,6,0,0,3,0,5,5,3,0,0,5,0,0
772,18-24,Female,Matrise,UK,Asiatique ,41,30,33,49,44,11.46%,8.97%,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0
773,45-54,Male,Université,UK,Blanc,48,30,43,39,28,13.63%,13.21%,6,5,3,3,6,6,5,3,0,3,1,6,6,2,1,5,1,0,2
774,45-54,Female,Certificat ou diplome professionel,Canada,Blanc,46,31,44,41,38,18.83%,11.83%,1,1,0,6,4,6,3,1,1,0,1,0,0,1,6,1,6,0,1
775,18-24,Male,À quitté l'école à 18 ans,Autre,Blanc,25,37,50,45,42,16.29%,11.83%,4,2,0,2,6,4,5,0,0,4,2,2,2,5,2,2,6,0,0
776,18-24,Female,Collège ou université aucun certificat ou diplome,Autre,Blanc,21,43,52,41,28,13.63%,13.21%,4,0,0,0,6,6,5,0,0,0,0,5,0,4,0,2,6,0,0
777,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,37,37,40,41,42,16.29%,4.62%,3,6,0,6,6,5,5,2,2,2,3,0,0,2,6,2,6,0,0
778,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Mixed-Blanc/Asiatique ,41,44,51,39,38,13.63%,11.62%,6,4,0,6,6,6,0,3,3,2,0,0,2,0,0,2,2,0,0
779,18-24,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,54,40,58,40,37,10.34%,11.19%,4,6,0,5,5,6,6,3,0,3,0,5,3,5,0,5,4,0,0
780,45-54,Male,À quitté l'école à 18 ans,UK,Blanc,18,47,44,47,39,13.63%,11.19%,5,3,1,0,6,6,5,2,0,4,1,2,6,3,0,5,1,0,1
781,18-24,Female,Certificat ou diplome professionel,USA,Blanc,46,24,45,46,42,14.64%,8.97%,4,3,0,0,3,3,3,3,0,2,2,0,3,2,3,2,3,0,0
782,35-44,Male,Certificat ou diplome professionel,USA,Blanc,46,33,40,34,36,13.63%,11.19%,6,0,0,5,6,5,5,1,0,0,0,0,0,0,0,0,6,0,0
783,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Autre ,47,31,48,43,33,5.52%,5.46%,3,3,0,2,6,4,3,4,2,3,2,2,3,3,3,0,4,0,3
784,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,44,37,52,46,38,11.46%,11.14%,6,3,0,3,3,6,5,0,0,3,0,0,3,3,0,2,3,0,0
785,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,33,43,52,43,49,18.83%,11.14%,6,5,0,4,5,3,5,3,0,3,0,0,0,3,0,0,2,0,0
786,18-24,Male,Matrise,USA,Blanc,49,34,52,43,44,18.83%,11.19%,4,2,0,3,5,5,5,0,0,3,0,0,3,3,0,2,3,0,0
787,18-24,Male,Certificat ou diplome professionel,Autre,Blanc,30,40,47,41,29,10.34%,11.19%,3,3,2,3,4,6,5,3,0,3,0,3,4,3,0,3,6,0,2
788,35-44,Male,Certificat ou diplome professionel,Autre,Blanc,44,36,47,38,43,7.85%,11.62%,6,1,2,1,6,2,3,2,2,2,1,0,2,1,0,2,6,0,1
789,18-24,Male,Certificat ou diplome professionel,UK,Blanc,21,48,42,39,33,5.52%,11.19%,5,0,2,0,5,0,6,5,0,5,0,0,5,0,0,0,0,0,0
790,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,19,41,51,44,47,13.63%,11.14%,3,0,0,0,6,5,5,0,0,0,0,0,3,0,0,0,0,0,0
791,18-24,Male,Université,Australie,Blanc,34,37,52,39,36,7.85%,11.19%,5,3,5,3,6,5,6,0,0,3,0,2,3,3,0,3,5,0,5
792,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,42,39,50,32,41,7.85%,5.46%,5,3,4,3,6,3,5,0,0,0,0,5,5,0,4,0,4,0,2
793,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,44,44,48,36,31,16.29%,11.83%,5,5,3,3,6,5,6,3,2,3,3,4,5,5,3,3,3,0,3
794,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,36,53,44,39,42,7.85%,11.62%,5,2,3,0,6,0,6,4,0,5,0,3,5,2,0,0,0,0,1
795,25-34,Male,Université,UK,Blanc,35,36,54,51,38,13.63%,11.19%,6,1,2,0,6,6,5,0,0,2,0,2,2,3,0,3,6,0,0
796,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,47,36,44,39,49,16.29%,11.83%,3,3,0,0,6,6,4,5,0,5,0,0,3,5,0,4,2,0,0
797,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,40,33,44,46,41,18.83%,11.19%,3,6,0,5,5,6,4,4,3,4,5,3,5,4,3,5,6,0,0
798,18-24,Female,Université,UK,Blanc,30,45,49,47,50,16.29%,11.19%,5,3,2,0,4,5,6,2,0,3,0,0,2,0,0,0,5,0,2
799,25-34,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,37,47,51,41,47,18.83%,11.14%,6,3,0,3,6,4,6,4,0,0,0,0,0,0,5,0,6,0,0
800,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,48,44,55,46,37,5.52%,11.19%,5,2,1,1,6,6,5,3,1,5,1,1,3,1,1,1,5,0,0
801,18-24,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,25,41,46,46,54,18.83%,11.83%,4,3,0,3,6,4,6,3,0,4,0,0,6,3,3,3,3,0,0
802,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,41,37,45,47,34,11.46%,13.21%,3,5,2,2,6,6,5,2,0,2,0,2,3,2,2,2,2,0,1
803,18-24,Male,À quitté l'école à 18 ans,Republique d'Ireland,Blanc,31,42,47,38,37,10.34%,11.14%,5,4,0,3,6,5,6,0,0,3,0,0,4,0,0,0,5,0,5
804,45-54,Female,Université,USA,Blanc,37,33,39,48,40,14.64%,11.14%,6,6,1,0,6,4,5,3,0,0,3,0,6,2,0,0,6,0,0
805,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,41,32,43,49,42,18.83%,11.62%,5,2,0,3,6,2,4,1,1,1,0,0,2,2,2,2,6,0,1
806,18-24,Female,Université,Canada,Blanc,54,29,55,31,45,11.46%,11.62%,6,4,3,6,6,2,4,6,4,4,6,5,4,5,0,5,6,0,0
807,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,33,41,44,40,35,7.85%,11.19%,2,6,0,6,6,3,4,3,2,2,3,3,0,2,3,3,6,0,1
808,18-24,Male,À quitté l'école à 17 ans,Australie,Blanc,32,45,51,47,35,5.52%,11.14%,5,0,0,0,6,6,5,0,0,0,0,0,2,3,0,4,3,0,0
809,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,46,45,53,36,38,10.34%,11.14%,6,0,0,5,6,3,5,3,0,0,0,0,0,0,4,0,6,0,0
810,18-24,Male,Université,USA,Blanc,40,26,39,48,30,14.64%,8.97%,3,3,0,3,6,3,6,3,0,0,3,0,0,0,3,0,6,0,2
811,18-24,Male,Certificat ou diplome professionel,UK,Blanc,21,34,37,54,41,18.83%,8.97%,5,0,0,0,4,4,4,3,0,3,0,3,3,0,0,0,6,0,0
812,18-24,Male,À quitté l'école à 18 ans,USA,Blanc,21,45,53,37,39,16.29%,11.62%,3,0,0,0,3,4,4,0,0,5,0,3,3,3,0,4,0,0,3
813,45-54,Female,Université,USA,Blanc,48,51,52,30,29,10.34%,11.14%,6,4,1,2,6,3,6,3,2,3,1,0,4,1,3,1,4,0,0
